tweet_id,timestamp,source,expanded_urls,rating,dog_stage,dog_prediction,prediction_confidence
668815180734689280,2015-11-23,twitter,rateDogs photo,7,None,redbone,0.461172
668826086256599040,2015-11-23,twitter,rateDogs photo,10,None,malinois,0.640185
668852170888998912,2015-11-23,twitter,rateDogs photo,11,None,golden_retriever,0.903529
668872652652679168,2015-11-23,twitter,rateDogs photo,11,None,miniature_schnauzer,0.0355366
668892474547511297,2015-11-23,twitter,rateDogs photo,11,None,kelpie,0.421979
668902994700836864,2015-11-23,twitter,rateDogs photo,11,None,Brittany_spaniel,0.828425
668932921458302977,2015-11-23,twitter,rateDogs photo,9,None,standard_poodle,0.237638
668955713004314625,2015-11-24,twitter,rateDogs photo,10,None,cocker_spaniel,0.367492
668960084974809088,2015-11-24,twitter,rateDogs photo,10,None,Chesapeake_Bay_retriever,0.165878
668975677807423489,2015-11-24,twitter,rateDogs photo,11,None,basset,0.605437
668979806671884288,2015-11-24,twitter,rateDogs photo,12,None,golden_retriever,0.608537
668986018524233728,2015-11-24,twitter,rateDogs photo,9,None,Chihuahua,0.00563972
668989615043424256,2015-11-24,twitter,rateDogs photo,3,None,pug,0.917326
668994913074286592,2015-11-24,twitter,rateDogs photo,5,None,English_springer,0.0897633
669000397445533696,2015-11-24,twitter,rateDogs photo,11,None,Pembroke,0.82294
669006782128353280,2015-11-24,twitter,rateDogs photo,12,None,Chihuahua,0.127178
669037058363662336,2015-11-24,twitter,rateDogs photo,10,None,Chihuahua,0.803528
669203728096960512,2015-11-24,twitter,rateDogs photo,9,None,pug,0.910452
669216679721873412,2015-11-24,twitter,rateDogs photo,8,None,golden_retriever,0.992758
669324657376567296,2015-11-25,twitter,rateDogs photo,11,None,Cardigan,0.131544
669327207240699904,2015-11-25,twitter,rateDogs photo,13,None,golden_retriever,0.919584
669328503091937280,2015-11-25,twitter,rateDogs photo,12,None,Siberian_husky,0.424202
669354382627049472,2015-11-25,twitter,rateDogs photo,8,None,Chihuahua,0.97399
669359674819481600,2015-11-25,twitter,rateDogs photo,11,None,Labrador_retriever,0.367818
669363888236994561,2015-11-25,twitter,rateDogs photo,10,None,golden_retriever,0.539004
669367896104181761,2015-11-25,twitter,rateDogs photo,10,None,basset,0.749394
669371483794317312,2015-11-25,twitter,rateDogs photo,10,None,Brabancon_griffon,0.483268
669375718304980992,2015-11-25,twitter,rateDogs photo,6,None,Airedale,0.168762
669393256313184256,2015-11-25,twitter,rateDogs photo,10,None,cocker_spaniel,0.359843
669564461267722241,2015-11-25,twitter,rateDogs photo,10,None,toy_poodle,0.623685
669567591774625800,2015-11-25,twitter,rateDogs photo,9,None,Chihuahua,0.980511
669573570759163904,2015-11-25,twitter,rateDogs photo,10,None,West_Highland_white_terrier,0.946828
669597912108789760,2015-11-25,twitter,rateDogs photo,10,None,Eskimo_dog,0.595665
669603084620980224,2015-11-25,twitter,rateDogs photo,10,None,Maltese_dog,0.659619
669625907762618368,2015-11-25,twitter,rateDogs photo,12,None,golden_retriever,0.0554081
669680153564442624,2015-11-26,twitter,rateDogs photo,8,None,dalmatian,0.141257
669683899023405056,2015-11-26,twitter,rateDogs photo,10,None,Pomeranian,0.998275
669753178989142016,2015-11-26,twitter,rateDogs photo,10,None,Pembroke,0.8584940000000001
669926384437997569,2015-11-26,twitter,rateDogs photo,12,None,Pomeranian,0.984231
669942763794931712,2015-11-26,twitter,rateDogs photo,11,None,vizsla,0.743216
669970042633789440,2015-11-26,twitter,rateDogs photo,10,None,miniature_pinscher,0.734744
669993076832759809,2015-11-26,twitter,rateDogs photo,9,pupper,toy_poodle,0.08650160000000001
670003130994700288,2015-11-26,twitter,rateDogs photo,10,None,beagle,0.375313
670040295598354432,2015-11-27,twitter,rateDogs photo,10,None,borzoi,0.0266596
670046952931721218,2015-11-27,twitter,rateDogs photo,11,None,Blenheim_spaniel,0.998335
670061506722140161,2015-11-27,twitter,rateDogs photo,11,None,Italian_greyhound,0.329339
670073503555706880,2015-11-27,twitter,rateDogs photo,10,None,malamute,0.6018859999999999
670086499208155136,2015-11-27,twitter,rateDogs photo,10,None,German_short-haired_pointer,0.273492
670093938074779648,2015-11-27,twitter,rateDogs photo,9,None,toy_poodle,0.383346
670290420111441920,2015-11-27,twitter,rateDogs photo,11,None,Chihuahua,0.368876
670303360680108032,2015-11-27,twitter,rateDogs photo,9,None,Shetland_sheepdog,0.380278
670319130621435904,2015-11-27,twitter,rateDogs photo,11,None,Irish_terrier,0.254856
670338931251150849,2015-11-27,twitter,rateDogs photo,10,None,cairn,0.245033
670374371102445568,2015-11-27,twitter,rateDogs photo,12,None,English_springer,0.974936
670385711116361728,2015-11-27,twitter,rateDogs photo,8,None,whippet,0.178027
670403879788544000,2015-11-28,twitter,rateDogs photo,10,None,pug,0.8022229999999999
670411370698022913,2015-11-28,twitter,rateDogs photo,12,None,Maltese_dog,0.584397
670421925039075328,2015-11-28,twitter,rateDogs photo,12,None,Chihuahua,0.275793
670427002554466305,2015-11-28,twitter,rateDogs photo,9,None,toy_terrier,0.0388716
670428280563085312,2015-11-28,twitter,rateDogs photo,11,None,chow,0.335269
670433248821026816,2015-11-28,twitter,rateDogs photo,10,None,giant_schnauzer,0.0622148
670434127938719744,2015-11-28,twitter,rateDogs photo,11,None,Chesapeake_Bay_retriever,0.027351
670435821946826752,2015-11-28,twitter,rateDogs photo,10,None,basenji,0.135767
670442337873600512,2015-11-28,twitter,rateDogs photo,11,None,Sussex_spaniel,0.403552
670444955656130560,2015-11-28,twitter,rateDogs photo,10,None,English_springer,0.403698
670452855871037440,2015-11-28,twitter,rateDogs photo,11,None,malamute,0.08037949999999999
670676092097810432,2015-11-28,twitter,rateDogs photo,8,None,Dandie_Dinmont,0.6761020000000001
670679630144274432,2015-11-28,twitter,rateDogs photo,8,None,Ibizan_hound,0.34273400000000004
670691627984359425,2015-11-28,twitter,rateDogs photo,8,None,Shetland_sheepdog,0.07112439999999999
670704688707301377,2015-11-28,twitter,rateDogs photo,6,None,Norwich_terrier,0.419838
670717338665226240,2015-11-28,twitter,rateDogs photo,12,None,Pomeranian,0.368161
670755717859713024,2015-11-29,twitter,rateDogs photo,9,None,keeshond,0.994065
670764103623966721,2015-11-29,twitter,rateDogs photo,10,None,Norfolk_terrier,0.17285
670778058496974848,2015-11-29,twitter,rateDogs photo,10,None,pug,0.776612
670780561024270336,2015-11-29,twitter,rateDogs photo,7,None,Labrador_retriever,0.244889
670782429121134593,2015-11-29,twitter,rateDogs photo,5,None,Chihuahua,0.952963
670786190031921152,2015-11-29,twitter,rateDogs photo,8,None,Pembroke,0.12743800000000002
670789397210615808,2015-11-29,twitter,rateDogs photo,9,None,beagle,0.295966
670792680469889025,2015-11-29,twitter,rateDogs photo,7,None,toy_poodle,0.031355
670797304698376195,2015-11-29,twitter,rateDogs photo,11,None,Pembroke,0.472197
670803562457407488,2015-11-29,twitter,rateDogs photo,10,None,basenji,0.34410100000000005
670804601705242624,2015-11-29,twitter,rateDogs photo,10,None,Pomeranian,0.86856
670807719151067136,2015-11-29,twitter,rateDogs photo,11,None,Old_English_sheepdog,0.958035
670811965569282048,2015-11-29,twitter,rateDogs photo,10,None,basset,0.99409
670815497391357952,2015-11-29,twitter,rateDogs photo,10,None,American_Staffordshire_terrier,0.919714
670822709593571328,2015-11-29,twitter,rateDogs photo,10,None,Chihuahua,0.00125152
670823764196741120,2015-11-29,twitter,rateDogs photo,12,None,Labrador_retriever,0.947453
670832455012716544,2015-11-29,twitter,rateDogs photo,10,None,malinois,0.31760700000000003
670833812859932673,2015-11-29,twitter,rateDogs photo,7,None,Pekinese,0.609853
670840546554966016,2015-11-29,twitter,rateDogs photo,10,None,Shih-Tzu,0.963622
670995969505435648,2015-11-29,twitter,rateDogs photo,12,None,redbone,0.8662209999999999
671109016219725825,2015-11-29,twitter,rateDogs photo,8,None,basenji,0.855959
671115716440031232,2015-11-29,twitter,rateDogs photo,6,None,malinois,0.406341
671122204919246848,2015-11-30,twitter,rateDogs photo,4,None,Chihuahua,0.101228
671134062904504320,2015-11-30,twitter,rateDogs photo,8,None,Shih-Tzu,0.18038
671138694582165504,2015-11-30,twitter,rateDogs photo,10,None,Samoyed,0.587342
671141549288370177,2015-11-30,twitter,rateDogs photo,9,None,borzoi,0.0753577
671147085991960577,2015-11-30,twitter,rateDogs photo,9,None,Yorkshire_terrier,0.4672020000000001
671151324042559489,2015-11-30,twitter,rateDogs photo,12,None,Rottweiler,0.781201
671154572044468225,2015-11-30,twitter,rateDogs photo,11,None,Labrador_retriever,0.495047
671163268581498880,2015-11-30,twitter,rateDogs photo,8,None,Scottish_deerhound,0.0269829
671182547775299584,2015-11-30,twitter,rateDogs photo,12,None,Rottweiler,0.331179
671186162933985280,2015-11-30,twitter,rateDogs photo,10,None,Chihuahua,0.319106
671355857343524864,2015-11-30,twitter,rateDogs photo,10,None,miniature_poodle,0.313811
671357843010908160,2015-11-30,twitter,rateDogs photo,9,None,Italian_greyhound,0.831757
671485057807351808,2015-12-01,twitter,rateDogs photo,11,None,Samoyed,0.627901
671486386088865792,2015-12-01,twitter,rateDogs photo,10,None,German_shepherd,0.8270350000000001
671504605491109889,2015-12-01,twitter,rateDogs photo,11,None,toy_poodle,0.259115
671518598289059840,2015-12-01,twitter,rateDogs photo,9,None,Lakeland_terrier,0.428275
671520732782923777,2015-12-01,twitter,rateDogs photo,10,None,Pomeranian,0.551031
671528761649688577,2015-12-01,twitter,rateDogs photo,10,None,Doberman,0.782626
671536543010570240,2015-12-01,twitter,rateDogs photo,9,None,pug,0.537652
671542985629241344,2015-12-01,twitter,rateDogs photo,10,None,Shetland_sheepdog,0.980339
671561002136281088,2015-12-01,twitter,rateDogs photo,13,None,Gordon_setter,0.4693729999999999
671735591348891648,2015-12-01,twitter,rateDogs photo,11,None,Irish_wolfhound,0.06307819999999999
671743150407421952,2015-12-01,twitter,rateDogs photo,11,None,toy_poodle,0.4194270000000001
671768281401958400,2015-12-01,twitter,rateDogs photo,10,None,Chihuahua,0.500373
671789708968640512,2015-12-01,twitter,rateDogs photo,13,None,dalmatian,0.114259
671866342182637568,2015-12-02,twitter,rateDogs photo,10,None,Labrador_retriever,0.8756139999999999
671891728106971137,2015-12-02,twitter,rateDogs photo,11,None,Labrador_retriever,0.567933
671896809300709376,2015-12-02,twitter,rateDogs photo,10,None,chow,0.243529
672068090318987265,2015-12-02,twitter,rateDogs photo,7,None,pug,0.8633850000000001
672082170312290304,2015-12-02,twitter,rateDogs photo,11,None,toy_poodle,0.123962
672095186491711488,2015-12-02,twitter,rateDogs photo,9,None,pug,0.794087
672125275208069120,2015-12-02,twitter,rateDogs photo,11,None,golden_retriever,8.67567e-05
672139350159835138,2015-12-02,twitter,rateDogs photo,12,None,Rottweiler,0.29099200000000003
672160042234327040,2015-12-02,twitter,rateDogs photo,8,pupper,pug,0.561027
672169685991993344,2015-12-02,twitter,rateDogs photo,10,None,cocker_spaniel,0.991011
672205392827572224,2015-12-03,twitter,rateDogs photo,9,pupper,pug,0.00326691
672222792075620352,2015-12-03,twitter,rateDogs photo,9,None,beagle,0.958178
672239279297454080,2015-12-03,twitter,rateDogs photo,7,None,pug,0.332536
672245253877968896,2015-12-03,twitter,rateDogs photo,12,None,Chihuahua,0.7189439999999999
672248013293752320,2015-12-03,twitter,rateDogs photo,10,None,Irish_terrier,0.413173
672254177670729728,2015-12-03,twitter,rateDogs photo,11,pupper,pug,0.979487
672264251789176834,2015-12-03,twitter,rateDogs photo,10,None,Chihuahua,0.6098600000000001
672267570918129665,2015-12-03,twitter,rateDogs photo,10,None,Irish_terrier,0.716932
672272411274932228,2015-12-03,twitter,rateDogs photo,11,None,pug,0.914685
672466075045466113,2015-12-03,twitter,rateDogs photo,12,None,cocker_spaniel,0.150424
672481316919734272,2015-12-03,twitter,rateDogs photo,12,pupper,Border_collie,0.599454
672482722825261057,2015-12-03,twitter,rateDogs photo,10,None,West_Highland_white_terrier,0.5861729999999999
672488522314567680,2015-12-03,twitter,rateDogs photo,10,None,Doberman,0.605358
672523490734551040,2015-12-03,twitter,rateDogs photo,10,None,golden_retriever,0.5659810000000001
672538107540070400,2015-12-03,twitter,rateDogs photo,7,None,Chihuahua,0.160274
672591762242805761,2015-12-04,twitter,rateDogs photo,10,None,kuvasz,0.777659
672594978741354496,2015-12-04,twitter,rateDogs photo,9,pupper,Great_Pyrenees,0.755945
672604026190569472,2015-12-04,twitter,rateDogs photo,11,None,toy_poodle,0.8201579999999999
672622327801233409,2015-12-04,twitter,rateDogs photo,12,pupper,golden_retriever,0.952773
672640509974827008,2015-12-04,twitter,rateDogs photo,9,None,Chesapeake_Bay_retriever,0.420155
672834301050937345,2015-12-04,twitter,rateDogs photo,10,None,Pembroke,0.5825600000000001
672877615439593473,2015-12-04,twitter,rateDogs photo,8,None,Chihuahua,0.412362
672964561327235073,2015-12-05,twitter,rateDogs photo,10,None,Chihuahua,0.292343
672968025906282496,2015-12-05,twitter,rateDogs photo,11,None,toy_poodle,0.678046
672975131468300288,2015-12-05,twitter,rateDogs photo,10,pupper,pug,0.8364209999999999
672980819271634944,2015-12-05,twitter,rateDogs photo,5,None,basset,0.219461
672988786805112832,2015-12-05,twitter,rateDogs photo,10,pupper,Lakeland_terrier,0.8366319999999999
672995267319328768,2015-12-05,twitter,rateDogs photo,8,None,French_bulldog,0.7195590000000001
672997845381865473,2015-12-05,twitter,rateDogs photo,12,None,chow,0.517255
673213039743795200,2015-12-05,twitter,rateDogs photo,10,None,schipperke,0.8880819999999999
673240798075449344,2015-12-05,twitter,rateDogs photo,6,None,Airedale,0.443004
673270968295534593,2015-12-05,twitter,rateDogs photo,11,None,Shih-Tzu,0.610453
673295268553605120,2015-12-06,twitter,rateDogs photo,8,pupper,golden_retriever,0.889241
673317986296586240,2015-12-06,twitter,rateDogs photo,10,None,miniature_pinscher,0.384099
673320132811366400,2015-12-06,twitter,rateDogs photo,11,None,Samoyed,0.978833
673342308415348736,2015-12-06,twitter,rateDogs photo,10,pupper,Chihuahua,0.013559200000000002
673343217010679808,2015-12-06,twitter,rateDogs photo,11,None,Chihuahua,0.541408
673345638550134785,2015-12-06,twitter,rateDogs photo,7,None,Pomeranian,0.064627
673350198937153538,2015-12-06,twitter,rateDogs photo,9,None,West_Highland_white_terrier,0.11918800000000003
673352124999274496,2015-12-06,twitter,rateDogs photo,12,None,golden_retriever,0.672808
673355879178194945,2015-12-06,twitter,rateDogs photo,11,None,Rottweiler,0.5292479999999999
673359818736984064,2015-12-06,twitter,rateDogs photo,8,None,English_setter,0.6965680000000001
673580926094458881,2015-12-06,twitter,rateDogs photo,8,None,beagle,0.985062
673583129559498752,2015-12-06,twitter,rateDogs photo,11,None,golden_retriever,0.113946
673612854080196609,2015-12-06,twitter,rateDogs photo,7,pupper,Newfoundland,0.223101
673636718965334016,2015-12-06,twitter,rateDogs photo,10,None,pug,0.0190443
673656262056419329,2015-12-07,twitter,rateDogs photo,10,pupper,bull_mastiff,0.700625
673662677122719744,2015-12-07,twitter,rateDogs photo,12,None,Labrador_retriever,0.95767
673680198160809984,2015-12-07,twitter,rateDogs photo,13,None,Samoyed,0.989853
673686845050527744,2015-12-07,twitter,rateDogs photo,11,None,Pekinese,0.185903
673688752737402881,2015-12-07,twitter,rateDogs photo,9,None,soft-coated_wheaten_terrier,0.340806
673689733134946305,2015-12-07,twitter,rateDogs photo,11,None,Chesapeake_Bay_retriever,0.38222
673705679337693185,2015-12-07,twitter,rateDogs photo,8,None,Shih-Tzu,0.165383
673707060090052608,2015-12-07,twitter,rateDogs photo,10,pupper,German_short-haired_pointer,0.935771
673708611235921920,2015-12-07,twitter,rateDogs photo,12,None,golden_retriever,0.936333
673709992831262724,2015-12-07,twitter,rateDogs photo,12,None,Chihuahua,0.330171
673711475735838725,2015-12-07,twitter,rateDogs photo,10,None,Maltese_dog,0.607401
673887867907739649,2015-12-07,twitter,rateDogs photo,10,None,Brabancon_griffon,0.216767
673906403526995968,2015-12-07,twitter,rateDogs photo,3,None,soft-coated_wheaten_terrier,0.0489277
673919437611909120,2015-12-07,twitter,rateDogs photo,11,pupper,schipperke,0.115984
673956914389192708,2015-12-07,twitter,rateDogs photo,10,pupper,pug,0.5861609999999999
674014384960745472,2015-12-07,twitter,rateDogs photo,11,None,Pembroke,0.74232
674019345211760640,2015-12-08,twitter,rateDogs photo,10,None,collie,0.992732
674024893172875264,2015-12-08,twitter,rateDogs photo,10,None,Pomeranian,0.6485
674036086168010753,2015-12-08,twitter,rateDogs photo,9,None,toy_poodle,0.685617
674038233588723717,2015-12-08,twitter,rateDogs photo,12,pupper,Eskimo_dog,0.358459
674042553264685056,2015-12-08,twitter,rateDogs photo,12,None,toy_poodle,0.927975
674051556661161984,2015-12-08,twitter,rateDogs photo,10,None,Shih-Tzu,0.179777
674053186244734976,2015-12-08,twitter,rateDogs photo,10,None,Cardigan,0.984725
674075285688614912,2015-12-08,twitter,rateDogs photo,11,None,Airedale,0.305392
674082852460433408,2015-12-08,twitter,rateDogs photo,11,None,Pomeranian,0.666957
674255168825880576,2015-12-08,twitter,rateDogs photo,10,None,Eskimo_dog,0.615741
674262580978937856,2015-12-08,twitter,rateDogs photo,9,pupper,Greater_Swiss_Mountain_dog,0.519428
674269164442398721,2015-12-08,twitter,rateDogs photo,8,None,pug,0.6229210000000001
